,Company,TypeName,Ram,Weight,Touchscreen,IPS Panel,PPI,C_name,SSD,Brand,OS
36,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Other
735,Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i7,0,Intel,Windows
969,Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
1173,Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,0,Intel,Other
846,HP,2 in 1 Convertible,4,1.4,1,0,135.0942112,Other Intel Processor,0,Intel,Other
911,HP,Ultrabook,8,1.09,1,0,172.8002963,Other Intel Processor,240,Intel,Windows
547,Lenovo,Notebook,4,2.15,0,0,141.2119981,Intel Core i5,0,Intel,Other
1041,Vero,Notebook,2,1.45,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
688,HP,Notebook,6,2.65,0,1,127.3356746,AMD Processor,0,AMD,Windows
738,MSI,Gaming,16,1.8,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
191,Vero,Notebook,4,1.3,0,1,157.3505121,Other Intel Processor,0,Intel,Windows
456,Dell,Notebook,8,3.35,0,1,127.3356746,Intel Core i7,0,Nvidia,Windows
393,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
675,MSI,Gaming,16,2.4,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
760,Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
1282,HP,Netbook,2,1.17,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
728,Dell,Notebook,8,2.32,0,0,100.4546699,Intel Core i5,0,AMD,Other
419,Lenovo,Ultrabook,8,1.75,0,1,157.3505121,Intel Core i7,256,AMD,Windows
375,HP,Notebook,4,1.91,0,0,141.2119981,AMD Processor,256,AMD,Windows
412,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,0,AMD,Windows
74,Acer,Notebook,8,2.1,0,0,111.9352036,Intel Core i3,0,Intel,Windows
1220,Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i7,256,Intel,Windows
1024,Dell,Notebook,8,2.09,0,0,141.2119981,Intel Core i5,0,Intel,Windows
500,Asus,Netbook,4,1.2,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
949,Acer,Notebook,4,1.68,0,0,111.9352036,Other Intel Processor,0,Intel,Other
616,Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,128,AMD,Other
114,Dell,Ultrabook,8,1.21,0,1,165.6321181,Intel Core i5,256,Intel,Windows
417,HP,Ultrabook,8,1.43,0,0,157.3505121,Intel Core i7,256,Intel,Windows
601,HP,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Windows
604,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,0,AMD,Other
988,Dell,Notebook,8,2.36,0,0,100.4546699,Intel Core i7,0,AMD,Windows
89,Dell,Ultrabook,8,1.21,0,1,165.6321181,Intel Core i7,256,Intel,Windows
976,Lenovo,Notebook,4,1.7,0,0,111.9352036,Intel Core i5,0,Intel,Windows
1247,Asus,Gaming,16,2.34,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
753,Lenovo,Ultrabook,4,1.7,0,0,157.3505121,Intel Core i5,180,Intel,Windows
498,Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i3,256,Intel,Windows
1032,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,128,Nvidia,Windows
1178,MSI,Gaming,16,1.91,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
1036,HP,Notebook,4,2.04,0,0,100.4546699,Intel Core i5,0,Intel,Windows
11,HP,Notebook,4,1.86,0,0,141.2119981,Intel Core i3,0,Intel,Other
396,Lenovo,Notebook,8,2.1,0,1,141.2119981,Intel Core i7,256,AMD,Windows
888,Acer,Netbook,4,1.25,0,1,135.0942112,Other Intel Processor,0,Intel,Other
555,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
42,Asus,Notebook,8,2.3,0,0,100.4546699,Intel Core i5,0,Nvidia,Other
167,Dell,Gaming,8,2.56,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
416,Dell,Notebook,4,1.65,0,0,117.8265301,Intel Core i3,128,Intel,Windows
576,Toshiba,Ultrabook,16,1.24,1,0,157.3505121,Intel Core i7,512,Intel,Windows
834,Lenovo,Notebook,8,1.32,0,1,157.3505121,Intel Core i5,256,Intel,Windows
267,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,Intel,Other
1074,Lenovo,Ultrabook,8,1.3,1,1,176.2325736,Intel Core i7,256,Intel,Windows
426,Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,256,AMD,Windows
690,Acer,Notebook,4,1.45,0,0,111.9352036,Other Intel Processor,0,Intel,Other
544,Asus,Notebook,4,2,0,0,100.4546699,AMD Processor,0,AMD,Windows
1221,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
674,HP,2 in 1 Convertible,4,1.63,1,1,157.3505121,Intel Core i3,128,Nvidia,Windows
689,Lenovo,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
1149,Lenovo,2 in 1 Convertible,8,1.27,1,1,200.8425599,Intel Core i7,256,Intel,Windows
1275,Asus,Ultrabook,8,1.2,0,1,165.6321181,Other Intel Processor,512,Intel,Windows
159,Toshiba,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1039,HP,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,256,Intel,Windows
257,HP,Notebook,16,2.9,0,1,127.3356746,Intel Core i7,0,Nvidia,Windows
1003,HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i5,0,Intel,Windows
335,HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i5,256,Intel,Windows
1225,Asus,Notebook,4,2.65,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
15,Apple,Ultrabook,8,1.37,0,1,200.8425599,Intel Core i5,256,Intel,Mac
515,Asus,Netbook,2,1.1,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
324,Acer,Notebook,8,2.2,0,0,100.4546699,AMD Processor,256,AMD,Windows
768,Samsung,Ultrabook,8,1.31,1,0,165.6321181,Intel Core i7,256,Intel,Windows
607,Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i5,0,Intel,Windows
1147,Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
933,Lenovo,2 in 1 Convertible,16,1.3,1,1,200.8425599,Intel Core i7,1000,Intel,Windows
869,Dell,Workstation,8,2.23,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
222,Toshiba,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i7,256,Intel,Windows
179,HP,2 in 1 Convertible,8,1.29,1,1,162.4062935,Intel Core i5,256,Intel,Windows
912,Lenovo,Notebook,6,2.2,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
99,HP,Gaming,12,2.62,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
836,Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
757,HP,Workstation,8,2.59,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
521,HP,Ultrabook,8,1.32,0,1,165.6321181,Intel Core i7,256,Intel,Windows
761,Dell,Ultrabook,16,1.18,0,0,176.2325736,Intel Core i7,256,Intel,Windows
22,HP,Notebook,4,1.86,0,0,100.4546699,AMD Processor,0,AMD,Other
356,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
733,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,0,Intel,Windows
1274,Asus,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
1207,Lenovo,Notebook,4,2.2,0,0,100.4546699,AMD Processor,0,AMD,Windows
611,Dell,Gaming,16,2.59,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
1165,Dell,Gaming,8,2.62,0,0,138.4617759,Intel Core i7,128,Nvidia,Windows
340,Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
431,Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i7,256,Intel,Windows
924,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i5,512,Intel,Windows
217,HP,Notebook,8,1.63,0,0,157.3505121,Intel Core i7,256,Nvidia,Windows
203,Lenovo,Gaming,16,3.2,0,1,141.2119981,Intel Core i7,512,Nvidia,Windows
1050,Lenovo,Notebook,16,1.1,0,1,200.8425599,Intel Core i7,256,Intel,Windows
1061,Asus,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,0,Nvidia,Other
93,Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
944,Lenovo,2 in 1 Convertible,8,1.1,1,1,194.9475372,Other Intel Processor,256,Intel,Windows
68,Lenovo,Notebook,4,1.9,0,0,141.2119981,Intel Core i5,0,Intel,Windows
1138,MSI,Gaming,16,3.35,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
284,Acer,Notebook,8,3,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,1,0,157.3505121,Intel Core i7,512,Intel,Windows
85,Dell,Gaming,16,2.65,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
434,Lenovo,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,512,Nvidia,Windows
939,Dell,Gaming,16,3.35,0,0,169.7808994,Intel Core i7,512,Nvidia,Windows
153,MSI,Gaming,16,2.8,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
75,Asus,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
1133,HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,256,Intel,Windows
1301,HP,Notebook,6,2.19,0,0,100.4546699,Intel Core i7,0,AMD,Windows
789,Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
580,Mediacom,Notebook,4,1.45,0,1,157.3505121,Other Intel Processor,32,Intel,Windows
446,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,0,Intel,Other
703,Lenovo,Notebook,4,2.1,0,0,141.2119981,Intel Core i5,0,Intel,Windows
188,Acer,Ultrabook,8,1.12,0,1,165.6321181,Intel Core i5,256,Intel,Windows
271,Asus,Gaming,16,3.2,0,0,127.3356746,AMD Processor,256,AMD,Windows
1096,Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i5,0,AMD,Windows
884,Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
236,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Other
487,Dell,Notebook,16,2.06,0,0,141.2119981,Intel Core i7,512,Nvidia,Windows
1258,Lenovo,Notebook,8,2.32,0,0,141.2119981,Intel Core i7,0,AMD,Windows
559,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,0,AMD,Windows
117,Dell,Notebook,8,2.16,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
637,Lenovo,Notebook,2,1.42,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
1172,Asus,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
801,Asus,Notebook,8,2.37,0,0,141.2119981,Intel Core i5,256,Intel,Windows
750,Lenovo,Netbook,4,1.4,1,0,135.0942112,Other Intel Processor,128,Intel,Windows
512,Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,0,Intel,Windows
633,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,Nvidia,Windows
1030,HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i5,256,Intel,Windows
1106,MSI,Gaming,8,2.9,0,0,127.3356746,Intel Core i7,128,Nvidia,Windows
907,Acer,Notebook,4,2.2,0,1,141.2119981,Other Intel Processor,0,Intel,Other
1010,Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,0,Nvidia,Windows
126,HP,Notebook,8,1.63,0,0,157.3505121,Intel Core i5,0,Intel,Windows
790,Asus,Gaming,8,2.24,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
829,Acer,Notebook,8,1.5,0,1,157.3505121,Intel Core i3,128,Intel,Windows
116,HP,Notebook,8,1.63,0,0,157.3505121,Intel Core i7,512,Intel,Windows
473,Dell,Ultrabook,8,1.42,1,0,165.6321181,Intel Core i5,256,Intel,Windows
740,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
1101,Dell,Ultrabook,4,1.5,0,0,125.367428,Intel Core i3,128,Intel,Windows
57,Asus,Notebook,4,2,0,0,100.4546699,Intel Core i5,256,Intel,Windows
603,MSI,Gaming,16,3.35,0,0,127.3356746,Intel Core i7,128,Nvidia,Windows
786,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,128,Nvidia,Windows
830,Razer,Gaming,32,3.35,1,0,124.8557054,Intel Core i7,512,Nvidia,Windows
119,Asus,Notebook,8,1.7,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
656,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,256,AMD,Windows
1047,MSI,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
669,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,128,Intel,Other
105,HP,Notebook,6,1.58,0,1,157.3505121,Intel Core i5,256,Nvidia,Windows
635,Asus,Notebook,8,1.99,0,0,141.2119981,Intel Core i5,0,Nvidia,Windows
369,HP,Ultrabook,8,1.36,0,1,157.3505121,Intel Core i7,256,Intel,Windows
268,HP,Notebook,8,2.5,0,0,127.3356746,Intel Core i7,0,Nvidia,Windows
655,Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,Intel,Windows
819,Dell,Notebook,4,1.76,0,0,111.9352036,Intel Core i5,0,Intel,Windows
935,HP,Netbook,8,1.26,0,0,176.2325736,Intel Core i5,256,Intel,Windows
822,Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i7,512,Intel,Windows
1001,HP,Notebook,8,1.34,0,1,165.6321181,Intel Core i5,256,Intel,Windows
46,Lenovo,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,128,Intel,Other
349,Dell,Ultrabook,8,1.9,0,0,141.2119981,Intel Core i5,0,AMD,Windows
1125,Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,Intel Core i7,256,Intel,Windows
876,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
773,Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
195,HP,Notebook,8,2.5,0,1,127.3356746,Intel Core i5,0,Nvidia,Windows
102,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,0,AMD,Other
4,Apple,Ultrabook,8,1.37,0,1,200.8425599,Intel Core i5,256,Intel,Mac
619,Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,Other Intel Processor,0,Intel,Other
571,HP,Notebook,8,1.94,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
52,HP,Notebook,4,1.86,0,0,141.2119981,AMD Processor,256,AMD,Windows
263,Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,0,Intel,Windows
1188,Dell,Ultrabook,8,1.23,1,0,200.8425599,Intel Core i5,256,Intel,Other
443,Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,128,Intel,Windows
1212,MSI,Gaming,16,2.43,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
782,Toshiba,Ultrabook,16,1.47,0,1,157.3505121,Intel Core i7,512,Nvidia,Windows
837,Toshiba,Notebook,4,2,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1004,Toshiba,Notebook,4,1.2,0,0,165.6321181,Intel Core i5,128,Intel,Windows
691,Lenovo,Notebook,4,1.7,0,0,157.3505121,Intel Core i5,256,Intel,Windows
304,Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
341,Lenovo,Notebook,12,2.2,0,0,141.2119981,AMD Processor,0,AMD,Windows
1026,HP,Notebook,4,2.31,0,0,111.9352036,Intel Core i5,0,Intel,Windows
313,Acer,Notebook,8,2.23,0,0,141.2119981,AMD Processor,256,AMD,Windows
149,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Windows
124,Acer,Notebook,4,2.1,0,0,100.4546699,AMD Processor,256,AMD,Windows
1157,Lenovo,Ultrabook,12,1.4,0,0,157.3505121,Intel Core i7,512,Intel,Windows
574,Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i5,0,Intel,Windows
697,Asus,2 in 1 Convertible,4,1.2,1,0,176.2325736,Other Intel Processor,0,Intel,Other
664,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,128,Nvidia,Windows
50,Lenovo,2 in 1 Convertible,4,0.69,1,1,200.8425599,Other Intel Processor,0,Intel,Other
1243,Dell,2 in 1 Convertible,16,2.77,1,0,127.3356746,Intel Core i7,512,Nvidia,Windows
958,Dell,Ultrabook,8,1.3,0,0,200.8425599,Intel Core i7,256,Intel,Windows
726,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,128,AMD,Windows
799,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i3,256,AMD,Windows
833,Lenovo,Notebook,8,1.7,0,0,157.3505121,Intel Core i5,256,Intel,Windows
353,HP,Workstation,8,2.6,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
1251,HP,Notebook,4,1.86,0,0,100.4546699,AMD Processor,0,AMD,Windows
142,Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i7,256,Nvidia,Other
470,HP,2 in 1 Convertible,8,1.29,1,1,162.4062935,Intel Core i7,512,Intel,Windows
882,Asus,Notebook,4,1.65,0,0,111.1413369,Other Intel Processor,0,Intel,Windows
971,Dell,Ultrabook,8,1.5,1,0,200.8425599,Intel Core i7,256,Intel,Windows
653,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
399,Lenovo,Ultrabook,16,1.13,0,1,200.8425599,Intel Core i7,1000,Intel,Windows
511,Acer,Notebook,4,2.2,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
1248,Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,256,Intel,Other
320,HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i7,256,Intel,Windows
19,Dell,Ultrabook,8,1.22,1,1,165.6321181,Intel Core i5,128,Intel,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321181,Intel Core i7,512,Intel,Windows
35,Lenovo,Notebook,4,1.44,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
824,Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i5,0,Intel,Windows
902,Dell,2 in 1 Convertible,16,1.22,1,0,165.6321181,Intel Core i7,256,Intel,Windows
505,Lenovo,Notebook,8,1.44,0,0,165.6321181,Intel Core i5,256,Intel,Windows
827,Dell,Notebook,4,1.76,0,0,111.9352036,Intel Core i3,0,Intel,Windows
1166,Lenovo,Notebook,8,1.95,0,1,141.2119981,Intel Core i5,256,Intel,Windows
407,Dell,Ultrabook,8,1.36,0,0,157.3505121,Intel Core i7,512,Intel,Windows
920,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i5,0,AMD,Windows
817,HP,Netbook,4,1.23,0,0,135.0942112,Other Intel Processor,0,Intel,Other
866,Toshiba,Ultrabook,8,1.2,0,0,117.8265301,Intel Core i5,256,Intel,Windows
537,HP,Notebook,4,1.86,0,0,141.2119981,Other Intel Processor,256,Intel,Windows
758,Dell,Gaming,16,3.35,0,1,138.4617759,Intel Core i7,256,Nvidia,Windows
1163,Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1043,Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,256,Intel,Windows
38,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i5,0,Intel,Windows
175,Dell,Notebook,8,2.3,0,0,100.4546699,Intel Core i3,0,Intel,Windows
245,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,128,AMD,Windows
810,HP,Gaming,12,3.35,0,1,127.3356746,Intel Core i7,0,AMD,Windows
1218,Lenovo,Gaming,8,2.6,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
1110,HP,Notebook,8,1.16,1,0,200.8425599,Other Intel Processor,256,Intel,Windows
1083,HP,Ultrabook,16,1.3,0,1,162.4062935,Intel Core i7,512,Intel,Windows
784,Lenovo,Ultrabook,16,1.7,0,0,157.3505121,Intel Core i7,512,Intel,Windows
985,Dell,Notebook,4,2.25,0,0,100.4546699,Intel Core i5,0,AMD,Windows
1285,Lenovo,2 in 1 Convertible,16,1.3,1,1,200.8425599,Intel Core i7,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,0,0,176.2325736,Intel Core i7,512,Intel,Windows
154,HP,Ultrabook,4,1.48,0,0,157.3505121,Intel Core i5,256,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,256,Intel,Windows
961,Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i5,256,Intel,Windows
662,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,Intel,Windows
853,Lenovo,Ultrabook,8,1.96,0,1,157.3505121,Intel Core i7,256,Nvidia,Windows
942,Acer,Notebook,4,2.23,0,0,100.4546699,Intel Core i5,0,Intel,Windows
287,Asus,Ultrabook,8,1.7,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
625,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
685,Dell,Gaming,16,3.35,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
569,Lenovo,Notebook,4,2.02,0,0,111.9352036,Intel Core i5,0,Intel,Windows
1242,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,0,Intel,Other
17,Apple,Ultrabook,16,1.83,0,1,200.8425599,Intel Core i7,512,AMD,Mac
127,Asus,Notebook,4,1.65,0,0,111.9352036,AMD Processor,64,AMD,Windows
927,HP,Notebook,8,2.31,0,0,141.2119981,Intel Core i5,256,Intel,Windows
980,Dell,2 in 1 Convertible,12,2.19,1,1,141.2119981,Intel Core i7,512,Intel,Windows
1278,Dell,Notebook,2,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
190,Lenovo,2 in 1 Convertible,16,1.42,1,0,200.8425599,Intel Core i7,1000,Intel,Windows
992,Lenovo,Notebook,4,1.9,0,0,100.4546699,Other Intel Processor,128,Intel,Other
1272,Lenovo,Notebook,2,1.5,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
606,Toshiba,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,256,Intel,Windows
180,Dell,Notebook,16,2.02,0,0,141.2119981,Intel Core i7,256,AMD,Other
301,Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
496,Lenovo,Notebook,8,2.17,0,0,141.2119981,Intel Core i7,256,Intel,Windows
1302,Asus,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
1080,Lenovo,Ultrabook,8,0.99,1,1,200.8425599,Other Intel Processor,512,Intel,Windows
517,Asus,Gaming,24,2.24,0,0,141.2119981,Intel Core i7,512,Nvidia,Windows
476,Dell,Workstation,8,1.78,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
157,Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,Intel Core i5,256,Intel,Windows
16,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,256,AMD,Windows
546,Lenovo,Notebook,4,1.87,0,0,157.3505121,Intel Core i5,0,Intel,Windows
658,Lenovo,Gaming,8,3.31,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
1070,Dell,Notebook,4,2.06,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1019,HP,Notebook,8,1.43,0,0,157.3505121,Intel Core i7,256,Intel,Windows
1094,HP,Netbook,4,2.4,0,0,125.367428,Intel Core i5,128,Intel,Windows
959,Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,Other Intel Processor,0,Intel,Other
1227,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i5,0,Intel,Other
283,Lenovo,Notebook,6,2.2,0,0,141.2119981,Intel Core i5,256,Intel,Windows
797,Dell,Notebook,8,1.95,0,0,100.4546699,Intel Core i5,128,Intel,Windows
225,Acer,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
26,Apple,Ultrabook,8,1.35,0,0,127.6779401,Intel Core i5,0,Intel,Mac
437,Google,Ultrabook,16,1.1,1,0,200.8425599,Intel Core i7,512,Intel,Other
1266,HP,Notebook,6,2.04,0,0,141.2119981,AMD Processor,0,AMD,Windows
229,HP,Notebook,8,1.9,0,0,141.2119981,Intel Core i7,0,AMD,Windows
37,Dell,Notebook,8,2.8,0,1,127.3356746,Intel Core i5,128,AMD,Windows
749,HP,Workstation,16,3,0,1,127.3356746,Other Intel Processor,256,Nvidia,Windows
1045,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,256,Intel,Windows
469,Lenovo,Ultrabook,12,1.4,0,1,200.8425599,Intel Core i7,256,Intel,Windows
1115,Dell,Ultrabook,8,1.23,0,0,165.6321181,Intel Core i7,256,Intel,Windows
1280,HP,Notebook,6,2.04,0,0,141.2119981,AMD Processor,0,AMD,Windows
687,Dell,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,0,AMD,Windows
1197,Asus,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,512,Nvidia,Windows
639,Dell,Notebook,16,2.06,1,0,138.4617759,Intel Core i7,1000,Nvidia,Windows
1241,Asus,Ultrabook,8,1.45,0,0,165.6321181,Intel Core i7,256,Intel,Windows
1090,Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
1183,Acer,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
800,HP,Workstation,8,3.14,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
160,Asus,Notebook,4,2.03,0,0,100.4546699,AMD Processor,0,AMD,Windows
956,Dell,2 in 1 Convertible,8,1.24,1,0,165.6321181,Intel Core i5,256,Intel,Windows
821,Toshiba,Ultrabook,4,1.25,0,0,111.9352036,Intel Core i5,128,Intel,Windows
1108,HP,Notebook,4,2.1,0,0,141.2119981,AMD Processor,0,AMD,Windows
877,Xiaomi,Ultrabook,8,1.28,0,1,165.6321181,Intel Core i5,256,Nvidia,Windows
913,HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
152,Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i5,128,Intel,Windows
1192,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i5,0,Intel,Windows
509,Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i7,256,Nvidia,Other
1298,Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121,Intel Core i7,128,Intel,Windows
103,HP,Ultrabook,8,1.38,0,1,165.6321181,Intel Core i7,256,Nvidia,Windows
586,HP,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
1155,HP,Notebook,4,1.91,0,0,141.2119981,AMD Processor,256,AMD,Windows
53,HP,Notebook,8,1.49,0,0,165.6321181,Intel Core i7,512,Intel,Windows
